scenario_id,forecast_date,target,target_end_date,location,type,quantile,value
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,point,NA,12562
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.01,7745
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.025,8394
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.05,9001
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.1,9649
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.15,10161
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.2,10579
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.25,10962
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.3,11311
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.35,11620
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.4,11944
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.45,12212
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.5,12562
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.55,12885
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.6,13205
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.65,13549
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.7,13913
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.75,14346
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.8,14839
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.85,15357
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.9,16139
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.95,17007
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.975,18096
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,AT,quantile,0.99,19304
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,point,NA,9887
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.01,1944
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.025,2589
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.05,3266
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.1,4240
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.15,5150
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.2,5815
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.25,6538
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.3,7142
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.35,7862
forecast,2021-09-19,1 wk ahead inc case,2021-09-25,BE,quantile,0.4,8451
