forecast_date,target,target_end_date,location,type,quantile,value,n_models
2023-03-20,1 wk ahead inc case,2023-03-25,AT,point,NA,29136,1
2023-03-20,1 wk ahead inc case,2023-03-25,CZ,point,NA,7892,1
2023-03-20,1 wk ahead inc case,2023-03-25,DE,point,NA,35500,2
2023-03-20,1 wk ahead inc case,2023-03-25,FI,point,NA,680,1
2023-03-20,1 wk ahead inc case,2023-03-25,FR,point,NA,44017,1
2023-03-20,1 wk ahead inc case,2023-03-25,GR,point,NA,10776,1
2023-03-20,1 wk ahead inc case,2023-03-25,NO,point,NA,236,1
2023-03-20,1 wk ahead inc case,2023-03-25,PL,point,NA,17916,4
2023-03-20,1 wk ahead inc case,2023-03-25,RO,point,NA,7703,1
2023-03-20,1 wk ahead inc case,2023-03-25,SI,point,NA,3146,1
2023-03-20,1 wk ahead inc case,2023-03-25,SK,point,NA,2065,1
2023-03-20,2 wk ahead inc case,2023-04-01,AT,point,NA,27286,1
2023-03-20,2 wk ahead inc case,2023-04-01,CZ,point,NA,9767,1
2023-03-20,2 wk ahead inc case,2023-04-01,DE,point,NA,34430,2
2023-03-20,2 wk ahead inc case,2023-04-01,FI,point,NA,600,1
2023-03-20,2 wk ahead inc case,2023-04-01,FR,point,NA,47739,1
2023-03-20,2 wk ahead inc case,2023-04-01,GR,point,NA,13388,1
2023-03-20,2 wk ahead inc case,2023-04-01,NO,point,NA,221,1
2023-03-20,2 wk ahead inc case,2023-04-01,PL,point,NA,14766,4
2023-03-20,2 wk ahead inc case,2023-04-01,RO,point,NA,9254,1
2023-03-20,2 wk ahead inc case,2023-04-01,SI,point,NA,3733,1
2023-03-20,2 wk ahead inc case,2023-04-01,SK,point,NA,2916,1
2023-03-20,3 wk ahead inc case,2023-04-08,AT,point,NA,25661,1
2023-03-20,3 wk ahead inc case,2023-04-08,CZ,point,NA,10783,1
2023-03-20,3 wk ahead inc case,2023-04-08,DE,point,NA,34618,2
2023-03-20,3 wk ahead inc case,2023-04-08,FI,point,NA,486,1
2023-03-20,3 wk ahead inc case,2023-04-08,FR,point,NA,60310,1
2023-03-20,3 wk ahead inc case,2023-04-08,GR,point,NA,14170,1
2023-03-20,3 wk ahead inc case,2023-04-08,NO,point,NA,1099,1
2023-03-20,3 wk ahead inc case,2023-04-08,PL,point,NA,11249,4
2023-03-20,3 wk ahead inc case,2023-04-08,RO,point,NA,10810,1
2023-03-20,3 wk ahead inc case,2023-04-08,SI,point,NA,4412,1
2023-03-20,3 wk ahead inc case,2023-04-08,SK,point,NA,3595,1
2023-03-20,4 wk ahead inc case,2023-04-15,AT,point,NA,26638,1
2023-03-20,4 wk ahead inc case,2023-04-15,CZ,point,NA,10547,1
2023-03-20,4 wk ahead inc case,2023-04-15,DE,point,NA,35819,2
2023-03-20,4 wk ahead inc case,2023-04-15,FI,point,NA,767,1
2023-03-20,4 wk ahead inc case,2023-04-15,FR,point,NA,64181,1
2023-03-20,4 wk ahead inc case,2023-04-15,GR,point,NA,14627,1
2023-03-20,4 wk ahead inc case,2023-04-15,NO,point,NA,864,1
2023-03-20,4 wk ahead inc case,2023-04-15,PL,point,NA,8100,4
2023-03-20,4 wk ahead inc case,2023-04-15,RO,point,NA,10546,1
2023-03-20,4 wk ahead inc case,2023-04-15,SI,point,NA,5047,1
2023-03-20,4 wk ahead inc case,2023-04-15,SK,point,NA,4037,1
2023-03-20,1 wk ahead inc death,2023-03-25,AT,point,NA,35,1
2023-03-20,1 wk ahead inc death,2023-03-25,CZ,point,NA,18,1
2023-03-20,1 wk ahead inc death,2023-03-25,DE,point,NA,550,1
