location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,40980,2021-11-06,2021-11-01
AT,1 wk ahead inc case,quantile,0.025,12089,2021-11-06,2021-11-01
AT,1 wk ahead inc case,quantile,0.250,31555,2021-11-06,2021-11-01
AT,1 wk ahead inc case,quantile,0.750,52086,2021-11-06,2021-11-01
AT,1 wk ahead inc case,quantile,0.975,149454,2021-11-06,2021-11-01
AT,2 wk ahead inc case,point,NA,53655,2021-11-13,2021-11-01
AT,2 wk ahead inc case,quantile,0.025,4453,2021-11-13,2021-11-01
AT,2 wk ahead inc case,quantile,0.250,29886,2021-11-13,2021-11-01
AT,2 wk ahead inc case,quantile,0.750,79409,2021-11-13,2021-11-01
AT,2 wk ahead inc case,quantile,0.975,416040,2021-11-13,2021-11-01
BG,1 wk ahead inc case,point,NA,26304,2021-11-06,2021-11-01
BG,1 wk ahead inc case,quantile,0.025,7760,2021-11-06,2021-11-01
BG,1 wk ahead inc case,quantile,0.250,20254,2021-11-06,2021-11-01
BG,1 wk ahead inc case,quantile,0.750,33432,2021-11-06,2021-11-01
BG,1 wk ahead inc case,quantile,0.975,95931,2021-11-06,2021-11-01
BG,2 wk ahead inc case,point,NA,16625,2021-11-13,2021-11-01
BG,2 wk ahead inc case,quantile,0.025,1380,2021-11-13,2021-11-01
BG,2 wk ahead inc case,quantile,0.250,9260,2021-11-13,2021-11-01
BG,2 wk ahead inc case,quantile,0.750,24605,2021-11-13,2021-11-01
BG,2 wk ahead inc case,quantile,0.975,128909,2021-11-13,2021-11-01
CZ,1 wk ahead inc case,point,NA,49171,2021-11-06,2021-11-01
CZ,1 wk ahead inc case,quantile,0.025,14505,2021-11-06,2021-11-01
CZ,1 wk ahead inc case,quantile,0.250,37861,2021-11-06,2021-11-01
CZ,1 wk ahead inc case,quantile,0.750,62496,2021-11-06,2021-11-01
CZ,1 wk ahead inc case,quantile,0.975,179325,2021-11-06,2021-11-01
CZ,2 wk ahead inc case,point,NA,70945,2021-11-13,2021-11-01
CZ,2 wk ahead inc case,quantile,0.025,5888,2021-11-13,2021-11-01
CZ,2 wk ahead inc case,quantile,0.250,39516,2021-11-13,2021-11-01
CZ,2 wk ahead inc case,quantile,0.750,104999,2021-11-13,2021-11-01
CZ,2 wk ahead inc case,quantile,0.975,550109,2021-11-13,2021-11-01
DK,1 wk ahead inc case,point,NA,15086,2021-11-06,2021-11-01
DK,1 wk ahead inc case,quantile,0.025,4450,2021-11-06,2021-11-01
DK,1 wk ahead inc case,quantile,0.250,11616,2021-11-06,2021-11-01
DK,1 wk ahead inc case,quantile,0.750,19174,2021-11-06,2021-11-01
DK,1 wk ahead inc case,quantile,0.975,55019,2021-11-06,2021-11-01
DK,2 wk ahead inc case,point,NA,19029,2021-11-13,2021-11-01
DK,2 wk ahead inc case,quantile,0.025,1579,2021-11-13,2021-11-01
DK,2 wk ahead inc case,quantile,0.250,10599,2021-11-13,2021-11-01
DK,2 wk ahead inc case,quantile,0.750,28164,2021-11-13,2021-11-01
DK,2 wk ahead inc case,quantile,0.975,147554,2021-11-13,2021-11-01
EE,1 wk ahead inc case,point,NA,15093,2021-11-06,2021-11-01
EE,1 wk ahead inc case,quantile,0.025,4453,2021-11-06,2021-11-01
EE,1 wk ahead inc case,quantile,0.250,11622,2021-11-06,2021-11-01
EE,1 wk ahead inc case,quantile,0.750,19184,2021-11-06,2021-11-01
EE,1 wk ahead inc case,quantile,0.975,55046,2021-11-06,2021-11-01
EE,2 wk ahead inc case,point,NA,18457,2021-11-13,2021-11-01
EE,2 wk ahead inc case,quantile,0.025,1532,2021-11-13,2021-11-01
EE,2 wk ahead inc case,quantile,0.250,10281,2021-11-13,2021-11-01
EE,2 wk ahead inc case,quantile,0.750,27317,2021-11-13,2021-11-01
EE,2 wk ahead inc case,quantile,0.975,143119,2021-11-13,2021-11-01
FR,1 wk ahead inc case,point,NA,43915,2021-11-06,2021-11-01
FR,1 wk ahead inc case,quantile,0.025,12955,2021-11-06,2021-11-01
FR,1 wk ahead inc case,quantile,0.250,33815,2021-11-06,2021-11-01
FR,1 wk ahead inc case,quantile,0.750,55816,2021-11-06,2021-11-01
FR,1 wk ahead inc case,quantile,0.975,160159,2021-11-06,2021-11-01
FR,2 wk ahead inc case,point,NA,48104,2021-11-13,2021-11-01
FR,2 wk ahead inc case,quantile,0.025,3993,2021-11-13,2021-11-01
FR,2 wk ahead inc case,quantile,0.250,26794,2021-11-13,2021-11-01
FR,2 wk ahead inc case,quantile,0.750,71194,2021-11-13,2021-11-01
FR,2 wk ahead inc case,quantile,0.975,372999,2021-11-13,2021-11-01
