location,target,type,quantile,value,target_end_date,forecast_date
DE,1 wk ahead inc case,point,NA,162316,2022-01-08,2022-01-03
DE,1 wk ahead inc case,quantile,0.025,47883,2022-01-08,2022-01-03
DE,1 wk ahead inc case,quantile,0.250,124983,2022-01-08,2022-01-03
DE,1 wk ahead inc case,quantile,0.750,206303,2022-01-08,2022-01-03
DE,1 wk ahead inc case,quantile,0.975,591965,2022-01-08,2022-01-03
DE,2 wk ahead inc case,point,NA,143346,2022-01-15,2022-01-03
DE,2 wk ahead inc case,quantile,0.025,11898,2022-01-15,2022-01-03
DE,2 wk ahead inc case,quantile,0.250,79844,2022-01-15,2022-01-03
DE,2 wk ahead inc case,quantile,0.750,212153,2022-01-15,2022-01-03
DE,2 wk ahead inc case,quantile,0.975,1111509,2022-01-15,2022-01-03
EE,1 wk ahead inc case,point,NA,6959,2022-01-08,2022-01-03
EE,1 wk ahead inc case,quantile,0.025,2053,2022-01-08,2022-01-03
EE,1 wk ahead inc case,quantile,0.250,5359,2022-01-08,2022-01-03
EE,1 wk ahead inc case,quantile,0.750,8845,2022-01-08,2022-01-03
EE,1 wk ahead inc case,quantile,0.975,25381,2022-01-08,2022-01-03
EE,2 wk ahead inc case,point,NA,8444,2022-01-15,2022-01-03
EE,2 wk ahead inc case,quantile,0.025,701,2022-01-15,2022-01-03
EE,2 wk ahead inc case,quantile,0.250,4703,2022-01-15,2022-01-03
EE,2 wk ahead inc case,quantile,0.750,12497,2022-01-15,2022-01-03
EE,2 wk ahead inc case,quantile,0.975,65473,2022-01-15,2022-01-03
FR,1 wk ahead inc case,point,NA,1571498,2022-01-08,2022-01-03
FR,1 wk ahead inc case,quantile,0.025,463592,2022-01-08,2022-01-03
FR,1 wk ahead inc case,quantile,0.250,1210054,2022-01-08,2022-01-03
FR,1 wk ahead inc case,quantile,0.750,1997375,2022-01-08,2022-01-03
FR,1 wk ahead inc case,quantile,0.975,5731255,2022-01-08,2022-01-03
FR,2 wk ahead inc case,point,NA,1704500,2022-01-15,2022-01-03
FR,2 wk ahead inc case,quantile,0.025,141474,2022-01-15,2022-01-03
FR,2 wk ahead inc case,quantile,0.250,949407,2022-01-15,2022-01-03
FR,2 wk ahead inc case,quantile,0.750,2522661,2022-01-15,2022-01-03
FR,2 wk ahead inc case,quantile,0.975,13216697,2022-01-15,2022-01-03
HR,1 wk ahead inc case,point,NA,24941,2022-01-08,2022-01-03
HR,1 wk ahead inc case,quantile,0.025,7358,2022-01-08,2022-01-03
HR,1 wk ahead inc case,quantile,0.250,19205,2022-01-08,2022-01-03
HR,1 wk ahead inc case,quantile,0.750,31700,2022-01-08,2022-01-03
HR,1 wk ahead inc case,quantile,0.975,90960,2022-01-08,2022-01-03
HR,2 wk ahead inc case,point,NA,27670,2022-01-15,2022-01-03
HR,2 wk ahead inc case,quantile,0.025,2297,2022-01-15,2022-01-03
HR,2 wk ahead inc case,quantile,0.250,15412,2022-01-15,2022-01-03
HR,2 wk ahead inc case,quantile,0.750,40951,2022-01-15,2022-01-03
HR,2 wk ahead inc case,quantile,0.975,214552,2022-01-15,2022-01-03
IT,1 wk ahead inc case,point,NA,1001916,2022-01-08,2022-01-03
IT,1 wk ahead inc case,quantile,0.025,295565,2022-01-08,2022-01-03
IT,1 wk ahead inc case,quantile,0.250,771475,2022-01-08,2022-01-03
IT,1 wk ahead inc case,quantile,0.750,1273435,2022-01-08,2022-01-03
IT,1 wk ahead inc case,quantile,0.975,3653987,2022-01-08,2022-01-03
IT,2 wk ahead inc case,point,NA,1299914,2022-01-15,2022-01-03
IT,2 wk ahead inc case,quantile,0.025,107893,2022-01-15,2022-01-03
IT,2 wk ahead inc case,quantile,0.250,724052,2022-01-15,2022-01-03
IT,2 wk ahead inc case,quantile,0.750,1923873,2022-01-15,2022-01-03
IT,2 wk ahead inc case,quantile,0.975,10079534,2022-01-15,2022-01-03
LT,1 wk ahead inc case,point,NA,12861,2022-01-08,2022-01-03
LT,1 wk ahead inc case,quantile,0.025,3794,2022-01-08,2022-01-03
LT,1 wk ahead inc case,quantile,0.250,9903,2022-01-08,2022-01-03
LT,1 wk ahead inc case,quantile,0.750,16347,2022-01-08,2022-01-03
LT,1 wk ahead inc case,quantile,0.975,46905,2022-01-08,2022-01-03
LT,2 wk ahead inc case,point,NA,15169,2022-01-15,2022-01-03
LT,2 wk ahead inc case,quantile,0.025,1259,2022-01-15,2022-01-03
LT,2 wk ahead inc case,quantile,0.250,8449,2022-01-15,2022-01-03
LT,2 wk ahead inc case,quantile,0.750,22450,2022-01-15,2022-01-03
LT,2 wk ahead inc case,quantile,0.975,117620,2022-01-15,2022-01-03
LV,1 wk ahead inc case,point,NA,5712,2022-01-08,2022-01-03
LV,1 wk ahead inc case,quantile,0.025,1685,2022-01-08,2022-01-03
LV,1 wk ahead inc case,quantile,0.250,4398,2022-01-08,2022-01-03
LV,1 wk ahead inc case,quantile,0.750,7260,2022-01-08,2022-01-03
LV,1 wk ahead inc case,quantile,0.975,20833,2022-01-08,2022-01-03
LV,2 wk ahead inc case,point,NA,6261,2022-01-15,2022-01-03
LV,2 wk ahead inc case,quantile,0.025,520,2022-01-15,2022-01-03
LV,2 wk ahead inc case,quantile,0.250,3487,2022-01-15,2022-01-03
LV,2 wk ahead inc case,quantile,0.750,9266,2022-01-15,2022-01-03
LV,2 wk ahead inc case,quantile,0.975,48545,2022-01-15,2022-01-03
MT,1 wk ahead inc case,point,NA,13323,2022-01-08,2022-01-03
MT,1 wk ahead inc case,quantile,0.025,3930,2022-01-08,2022-01-03
MT,1 wk ahead inc case,quantile,0.250,10259,2022-01-08,2022-01-03
MT,1 wk ahead inc case,quantile,0.750,16934,2022-01-08,2022-01-03
MT,1 wk ahead inc case,quantile,0.975,48591,2022-01-08,2022-01-03
MT,2 wk ahead inc case,point,NA,21124,2022-01-15,2022-01-03
MT,2 wk ahead inc case,quantile,0.025,1753,2022-01-15,2022-01-03
MT,2 wk ahead inc case,quantile,0.250,11766,2022-01-15,2022-01-03
MT,2 wk ahead inc case,quantile,0.750,31264,2022-01-15,2022-01-03
MT,2 wk ahead inc case,quantile,0.975,163799,2022-01-15,2022-01-03
NL,1 wk ahead inc case,point,NA,112843,2022-01-08,2022-01-03
NL,1 wk ahead inc case,quantile,0.025,33289,2022-01-08,2022-01-03
NL,1 wk ahead inc case,quantile,0.250,86889,2022-01-08,2022-01-03
NL,1 wk ahead inc case,quantile,0.750,143424,2022-01-08,2022-01-03
NL,1 wk ahead inc case,quantile,0.975,411540,2022-01-08,2022-01-03
NL,2 wk ahead inc case,point,NA,130016,2022-01-15,2022-01-03
NL,2 wk ahead inc case,quantile,0.025,10791,2022-01-15,2022-01-03
NL,2 wk ahead inc case,quantile,0.250,72419,2022-01-15,2022-01-03
NL,2 wk ahead inc case,quantile,0.750,192423,2022-01-15,2022-01-03
NL,2 wk ahead inc case,quantile,0.975,1008142,2022-01-15,2022-01-03
NO,1 wk ahead inc case,point,NA,25008,2022-01-08,2022-01-03
NO,1 wk ahead inc case,quantile,0.025,7377,2022-01-08,2022-01-03
NO,1 wk ahead inc case,quantile,0.250,19256,2022-01-08,2022-01-03
NO,1 wk ahead inc case,quantile,0.750,31785,2022-01-08,2022-01-03
NO,1 wk ahead inc case,quantile,0.975,91203,2022-01-08,2022-01-03
NO,2 wk ahead inc case,point,NA,25920,2022-01-15,2022-01-03
NO,2 wk ahead inc case,quantile,0.025,2151,2022-01-15,2022-01-03
NO,2 wk ahead inc case,quantile,0.250,14438,2022-01-15,2022-01-03
NO,2 wk ahead inc case,quantile,0.750,38362,2022-01-15,2022-01-03
NO,2 wk ahead inc case,quantile,0.975,200987,2022-01-15,2022-01-03
PL,1 wk ahead inc case,point,NA,59304,2022-01-08,2022-01-03
PL,1 wk ahead inc case,quantile,0.025,17495,2022-01-08,2022-01-03
PL,1 wk ahead inc case,quantile,0.250,45664,2022-01-08,2022-01-03
PL,1 wk ahead inc case,quantile,0.750,75376,2022-01-08,2022-01-03
PL,1 wk ahead inc case,quantile,0.975,216283,2022-01-08,2022-01-03
PL,2 wk ahead inc case,point,NA,46408,2022-01-15,2022-01-03
PL,2 wk ahead inc case,quantile,0.025,3852,2022-01-15,2022-01-03
PL,2 wk ahead inc case,quantile,0.250,25849,2022-01-15,2022-01-03
PL,2 wk ahead inc case,quantile,0.750,68684,2022-01-15,2022-01-03
PL,2 wk ahead inc case,quantile,0.975,359850,2022-01-15,2022-01-03
PT,1 wk ahead inc case,point,NA,231977,2022-01-08,2022-01-03
PT,1 wk ahead inc case,quantile,0.025,68433,2022-01-08,2022-01-03
PT,1 wk ahead inc case,quantile,0.250,178622,2022-01-08,2022-01-03
PT,1 wk ahead inc case,quantile,0.750,294842,2022-01-08,2022-01-03
PT,1 wk ahead inc case,quantile,0.975,846019,2022-01-08,2022-01-03
PT,2 wk ahead inc case,point,NA,343135,2022-01-15,2022-01-03
PT,2 wk ahead inc case,quantile,0.025,28480,2022-01-15,2022-01-03
PT,2 wk ahead inc case,quantile,0.250,191126,2022-01-15,2022-01-03
PT,2 wk ahead inc case,quantile,0.750,507840,2022-01-15,2022-01-03
PT,2 wk ahead inc case,quantile,0.975,2660672,2022-01-15,2022-01-03
RO,1 wk ahead inc case,point,NA,5229,2022-01-08,2022-01-03
RO,1 wk ahead inc case,quantile,0.025,1543,2022-01-08,2022-01-03
RO,1 wk ahead inc case,quantile,0.250,4026,2022-01-08,2022-01-03
RO,1 wk ahead inc case,quantile,0.750,6646,2022-01-08,2022-01-03
RO,1 wk ahead inc case,quantile,0.975,19070,2022-01-08,2022-01-03
RO,2 wk ahead inc case,point,NA,4901,2022-01-15,2022-01-03
RO,2 wk ahead inc case,quantile,0.025,407,2022-01-15,2022-01-03
RO,2 wk ahead inc case,quantile,0.250,2730,2022-01-15,2022-01-03
RO,2 wk ahead inc case,quantile,0.750,7254,2022-01-15,2022-01-03
RO,2 wk ahead inc case,quantile,0.975,38004,2022-01-15,2022-01-03
SI,1 wk ahead inc case,point,NA,12897,2022-01-08,2022-01-03
SI,1 wk ahead inc case,quantile,0.025,3805,2022-01-08,2022-01-03
SI,1 wk ahead inc case,quantile,0.250,9931,2022-01-08,2022-01-03
SI,1 wk ahead inc case,quantile,0.750,16392,2022-01-08,2022-01-03
SI,1 wk ahead inc case,quantile,0.975,47034,2022-01-08,2022-01-03
SI,2 wk ahead inc case,point,NA,16271,2022-01-15,2022-01-03
SI,2 wk ahead inc case,quantile,0.025,1351,2022-01-15,2022-01-03
SI,2 wk ahead inc case,quantile,0.250,9063,2022-01-15,2022-01-03
SI,2 wk ahead inc case,quantile,0.750,24082,2022-01-15,2022-01-03
SI,2 wk ahead inc case,quantile,0.975,126169,2022-01-15,2022-01-03
SK,1 wk ahead inc case,point,NA,20832,2022-01-08,2022-01-03
SK,1 wk ahead inc case,quantile,0.025,6145,2022-01-08,2022-01-03
SK,1 wk ahead inc case,quantile,0.250,16041,2022-01-08,2022-01-03
SK,1 wk ahead inc case,quantile,0.750,26478,2022-01-08,2022-01-03
SK,1 wk ahead inc case,quantile,0.975,75974,2022-01-08,2022-01-03
SK,2 wk ahead inc case,point,NA,17561,2022-01-15,2022-01-03
SK,2 wk ahead inc case,quantile,0.025,1458,2022-01-15,2022-01-03
SK,2 wk ahead inc case,quantile,0.250,9781,2022-01-15,2022-01-03
SK,2 wk ahead inc case,quantile,0.750,25990,2022-01-15,2022-01-03
SK,2 wk ahead inc case,quantile,0.975,136168,2022-01-15,2022-01-03
CY,1 wk ahead inc death,point,NA,14,2022-01-08,2022-01-03
CY,1 wk ahead inc death,quantile,0.025,4,2022-01-08,2022-01-03
CY,1 wk ahead inc death,quantile,0.250,11,2022-01-08,2022-01-03
CY,1 wk ahead inc death,quantile,0.750,18,2022-01-08,2022-01-03
CY,1 wk ahead inc death,quantile,0.975,53,2022-01-08,2022-01-03
CY,2 wk ahead inc death,point,NA,20,2022-01-15,2022-01-03
CY,2 wk ahead inc death,quantile,0.025,2,2022-01-15,2022-01-03
CY,2 wk ahead inc death,quantile,0.250,11,2022-01-15,2022-01-03
CY,2 wk ahead inc death,quantile,0.750,30,2022-01-15,2022-01-03
CY,2 wk ahead inc death,quantile,0.975,156,2022-01-15,2022-01-03
DE,1 wk ahead inc death,point,NA,1274,2022-01-08,2022-01-03
DE,1 wk ahead inc death,quantile,0.025,376,2022-01-08,2022-01-03
DE,1 wk ahead inc death,quantile,0.250,981,2022-01-08,2022-01-03
DE,1 wk ahead inc death,quantile,0.750,1620,2022-01-08,2022-01-03
