location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,1433,2022-05-28,2022-05-23
BG,1 wk ahead inc case,quantile,0.025,423,2022-05-28,2022-05-23
BG,1 wk ahead inc case,quantile,0.250,1104,2022-05-28,2022-05-23
BG,1 wk ahead inc case,quantile,0.750,1822,2022-05-28,2022-05-23
BG,1 wk ahead inc case,quantile,0.975,5227,2022-05-28,2022-05-23
BG,2 wk ahead inc case,point,NA,1166,2022-06-04,2022-05-23
BG,2 wk ahead inc case,quantile,0.025,97,2022-06-04,2022-05-23
BG,2 wk ahead inc case,quantile,0.250,649,2022-06-04,2022-05-23
BG,2 wk ahead inc case,quantile,0.750,1725,2022-06-04,2022-05-23
BG,2 wk ahead inc case,quantile,0.975,9039,2022-06-04,2022-05-23
FR,1 wk ahead inc case,point,NA,150279,2022-05-28,2022-05-23
FR,1 wk ahead inc case,quantile,0.025,44332,2022-05-28,2022-05-23
FR,1 wk ahead inc case,quantile,0.250,115715,2022-05-28,2022-05-23
FR,1 wk ahead inc case,quantile,0.750,191004,2022-05-28,2022-05-23
FR,1 wk ahead inc case,quantile,0.975,548066,2022-05-28,2022-05-23
FR,2 wk ahead inc case,point,NA,124119,2022-06-04,2022-05-23
FR,2 wk ahead inc case,quantile,0.025,10302,2022-06-04,2022-05-23
FR,2 wk ahead inc case,quantile,0.250,69134,2022-06-04,2022-05-23
FR,2 wk ahead inc case,quantile,0.750,183697,2022-06-04,2022-05-23
FR,2 wk ahead inc case,quantile,0.975,962421,2022-06-04,2022-05-23
GR,1 wk ahead inc case,point,NA,25154,2022-05-28,2022-05-23
GR,1 wk ahead inc case,quantile,0.025,7420,2022-05-28,2022-05-23
GR,1 wk ahead inc case,quantile,0.250,19368,2022-05-28,2022-05-23
GR,1 wk ahead inc case,quantile,0.750,31970,2022-05-28,2022-05-23
GR,1 wk ahead inc case,quantile,0.975,91735,2022-05-28,2022-05-23
GR,2 wk ahead inc case,point,NA,22314,2022-06-04,2022-05-23
GR,2 wk ahead inc case,quantile,0.025,1852,2022-06-04,2022-05-23
GR,2 wk ahead inc case,quantile,0.250,12429,2022-06-04,2022-05-23
GR,2 wk ahead inc case,quantile,0.750,33025,2022-06-04,2022-05-23
GR,2 wk ahead inc case,quantile,0.975,173022,2022-06-04,2022-05-23
HR,1 wk ahead inc case,point,NA,2296,2022-05-28,2022-05-23
HR,1 wk ahead inc case,quantile,0.025,677,2022-05-28,2022-05-23
HR,1 wk ahead inc case,quantile,0.250,1768,2022-05-28,2022-05-23
HR,1 wk ahead inc case,quantile,0.750,2918,2022-05-28,2022-05-23
HR,1 wk ahead inc case,quantile,0.975,8374,2022-05-28,2022-05-23
HR,2 wk ahead inc case,point,NA,1768,2022-06-04,2022-05-23
HR,2 wk ahead inc case,quantile,0.025,147,2022-06-04,2022-05-23
HR,2 wk ahead inc case,quantile,0.250,985,2022-06-04,2022-05-23
HR,2 wk ahead inc case,quantile,0.750,2617,2022-06-04,2022-05-23
HR,2 wk ahead inc case,quantile,0.975,13713,2022-06-04,2022-05-23
IT,1 wk ahead inc case,point,NA,142932,2022-05-28,2022-05-23
IT,1 wk ahead inc case,quantile,0.025,42165,2022-05-28,2022-05-23
IT,1 wk ahead inc case,quantile,0.250,110057,2022-05-28,2022-05-23
IT,1 wk ahead inc case,quantile,0.750,181666,2022-05-28,2022-05-23
IT,1 wk ahead inc case,quantile,0.975,521272,2022-05-28,2022-05-23
IT,2 wk ahead inc case,point,NA,100004,2022-06-04,2022-05-23
IT,2 wk ahead inc case,quantile,0.025,8300,2022-06-04,2022-05-23
IT,2 wk ahead inc case,quantile,0.250,55702,2022-06-04,2022-05-23
IT,2 wk ahead inc case,quantile,0.750,148006,2022-06-04,2022-05-23
IT,2 wk ahead inc case,quantile,0.975,775432,2022-06-04,2022-05-23
NO,1 wk ahead inc case,point,NA,1170,2022-05-28,2022-05-23
NO,1 wk ahead inc case,quantile,0.025,345,2022-05-28,2022-05-23
NO,1 wk ahead inc case,quantile,0.250,901,2022-05-28,2022-05-23
NO,1 wk ahead inc case,quantile,0.750,1487,2022-05-28,2022-05-23
NO,1 wk ahead inc case,quantile,0.975,4266,2022-05-28,2022-05-23
NO,2 wk ahead inc case,point,NA,964,2022-06-04,2022-05-23
NO,2 wk ahead inc case,quantile,0.025,80,2022-06-04,2022-05-23
NO,2 wk ahead inc case,quantile,0.250,537,2022-06-04,2022-05-23
NO,2 wk ahead inc case,quantile,0.750,1426,2022-06-04,2022-05-23
NO,2 wk ahead inc case,quantile,0.975,7471,2022-06-04,2022-05-23
PL,1 wk ahead inc case,point,NA,1475,2022-05-28,2022-05-23
PL,1 wk ahead inc case,quantile,0.025,435,2022-05-28,2022-05-23
PL,1 wk ahead inc case,quantile,0.250,1136,2022-05-28,2022-05-23
PL,1 wk ahead inc case,quantile,0.750,1875,2022-05-28,2022-05-23
PL,1 wk ahead inc case,quantile,0.975,5380,2022-05-28,2022-05-23
PL,2 wk ahead inc case,point,NA,1013,2022-06-04,2022-05-23
PL,2 wk ahead inc case,quantile,0.025,84,2022-06-04,2022-05-23
PL,2 wk ahead inc case,quantile,0.250,564,2022-06-04,2022-05-23
PL,2 wk ahead inc case,quantile,0.750,1499,2022-06-04,2022-05-23
PL,2 wk ahead inc case,quantile,0.975,7855,2022-06-04,2022-05-23
RO,1 wk ahead inc case,point,NA,2353,2022-05-28,2022-05-23
RO,1 wk ahead inc case,quantile,0.025,694,2022-05-28,2022-05-23
RO,1 wk ahead inc case,quantile,0.250,1812,2022-05-28,2022-05-23
RO,1 wk ahead inc case,quantile,0.750,2990,2022-05-28,2022-05-23
RO,1 wk ahead inc case,quantile,0.975,8581,2022-05-28,2022-05-23
RO,2 wk ahead inc case,point,NA,1790,2022-06-04,2022-05-23
RO,2 wk ahead inc case,quantile,0.025,149,2022-06-04,2022-05-23
RO,2 wk ahead inc case,quantile,0.250,997,2022-06-04,2022-05-23
RO,2 wk ahead inc case,quantile,0.750,2649,2022-06-04,2022-05-23
RO,2 wk ahead inc case,quantile,0.975,13876,2022-06-04,2022-05-23
BG,1 wk ahead inc death,point,NA,16,2022-05-28,2022-05-23
BG,1 wk ahead inc death,quantile,0.025,5,2022-05-28,2022-05-23
BG,1 wk ahead inc death,quantile,0.250,12,2022-05-28,2022-05-23
BG,1 wk ahead inc death,quantile,0.750,20,2022-05-28,2022-05-23
BG,1 wk ahead inc death,quantile,0.975,57,2022-05-28,2022-05-23
BG,2 wk ahead inc death,point,NA,4,2022-06-04,2022-05-23
BG,2 wk ahead inc death,quantile,0.025,0,2022-06-04,2022-05-23
BG,2 wk ahead inc death,quantile,0.250,2,2022-06-04,2022-05-23
BG,2 wk ahead inc death,quantile,0.750,6,2022-06-04,2022-05-23
BG,2 wk ahead inc death,quantile,0.975,34,2022-06-04,2022-05-23
FR,1 wk ahead inc death,point,NA,233,2022-05-28,2022-05-23
FR,1 wk ahead inc death,quantile,0.025,69,2022-05-28,2022-05-23
FR,1 wk ahead inc death,quantile,0.250,180,2022-05-28,2022-05-23
FR,1 wk ahead inc death,quantile,0.750,296,2022-05-28,2022-05-23
FR,1 wk ahead inc death,quantile,0.975,851,2022-05-28,2022-05-23
FR,2 wk ahead inc death,point,NA,143,2022-06-04,2022-05-23
FR,2 wk ahead inc death,quantile,0.025,12,2022-06-04,2022-05-23
FR,2 wk ahead inc death,quantile,0.250,80,2022-06-04,2022-05-23
FR,2 wk ahead inc death,quantile,0.750,212,2022-06-04,2022-05-23
FR,2 wk ahead inc death,quantile,0.975,1110,2022-06-04,2022-05-23
GR,1 wk ahead inc death,point,NA,116,2022-05-28,2022-05-23
GR,1 wk ahead inc death,quantile,0.025,34,2022-05-28,2022-05-23
GR,1 wk ahead inc death,quantile,0.250,89,2022-05-28,2022-05-23
GR,1 wk ahead inc death,quantile,0.750,147,2022-05-28,2022-05-23
GR,1 wk ahead inc death,quantile,0.975,422,2022-05-28,2022-05-23
GR,2 wk ahead inc death,point,NA,93,2022-06-04,2022-05-23
GR,2 wk ahead inc death,quantile,0.025,8,2022-06-04,2022-05-23
GR,2 wk ahead inc death,quantile,0.250,52,2022-06-04,2022-05-23
GR,2 wk ahead inc death,quantile,0.750,138,2022-06-04,2022-05-23
GR,2 wk ahead inc death,quantile,0.975,723,2022-06-04,2022-05-23
HR,1 wk ahead inc death,point,NA,26,2022-05-28,2022-05-23
HR,1 wk ahead inc death,quantile,0.025,8,2022-05-28,2022-05-23
HR,1 wk ahead inc death,quantile,0.250,20,2022-05-28,2022-05-23
HR,1 wk ahead inc death,quantile,0.750,33,2022-05-28,2022-05-23
HR,1 wk ahead inc death,quantile,0.975,94,2022-05-28,2022-05-23
HR,2 wk ahead inc death,point,NA,17,2022-06-04,2022-05-23
HR,2 wk ahead inc death,quantile,0.025,1,2022-06-04,2022-05-23
HR,2 wk ahead inc death,quantile,0.250,9,2022-06-04,2022-05-23
HR,2 wk ahead inc death,quantile,0.750,25,2022-06-04,2022-05-23
HR,2 wk ahead inc death,quantile,0.975,131,2022-06-04,2022-05-23
IT,1 wk ahead inc death,point,NA,675,2022-05-28,2022-05-23
IT,1 wk ahead inc death,quantile,0.025,199,2022-05-28,2022-05-23
IT,1 wk ahead inc death,quantile,0.250,520,2022-05-28,2022-05-23
IT,1 wk ahead inc death,quantile,0.750,858,2022-05-28,2022-05-23
IT,1 wk ahead inc death,quantile,0.975,2461,2022-05-28,2022-05-23
IT,2 wk ahead inc death,point,NA,625,2022-06-04,2022-05-23
IT,2 wk ahead inc death,quantile,0.025,52,2022-06-04,2022-05-23
IT,2 wk ahead inc death,quantile,0.250,348,2022-06-04,2022-05-23
IT,2 wk ahead inc death,quantile,0.750,925,2022-06-04,2022-05-23
