location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,14113,2022-07-30,2022-07-25
BG,1 wk ahead inc case,quantile,0.025,4163,2022-07-30,2022-07-25
BG,1 wk ahead inc case,quantile,0.25,10867,2022-07-30,2022-07-25
BG,1 wk ahead inc case,quantile,0.75,17938,2022-07-30,2022-07-25
BG,1 wk ahead inc case,quantile,0.975,51471,2022-07-30,2022-07-25
BG,2 wk ahead inc case,point,NA,19323,2022-08-06,2022-07-25
BG,2 wk ahead inc case,quantile,0.025,1604,2022-08-06,2022-07-25
BG,2 wk ahead inc case,quantile,0.25,10763,2022-08-06,2022-07-25
BG,2 wk ahead inc case,quantile,0.75,28598,2022-08-06,2022-07-25
BG,2 wk ahead inc case,quantile,0.975,149828,2022-08-06,2022-07-25
HR,1 wk ahead inc case,point,NA,9737,2022-07-30,2022-07-25
HR,1 wk ahead inc case,quantile,0.025,2872,2022-07-30,2022-07-25
HR,1 wk ahead inc case,quantile,0.25,7498,2022-07-30,2022-07-25
HR,1 wk ahead inc case,quantile,0.75,12376,2022-07-30,2022-07-25
HR,1 wk ahead inc case,quantile,0.975,35511,2022-07-30,2022-07-25
HR,2 wk ahead inc case,point,NA,9937,2022-08-06,2022-07-25
HR,2 wk ahead inc case,quantile,0.025,825,2022-08-06,2022-07-25
HR,2 wk ahead inc case,quantile,0.25,5535,2022-08-06,2022-07-25
HR,2 wk ahead inc case,quantile,0.75,14707,2022-08-06,2022-07-25
HR,2 wk ahead inc case,quantile,0.975,77052,2022-08-06,2022-07-25
IT,1 wk ahead inc case,point,NA,405170,2022-07-30,2022-07-25
IT,1 wk ahead inc case,quantile,0.025,119525,2022-07-30,2022-07-25
IT,1 wk ahead inc case,quantile,0.25,311981,2022-07-30,2022-07-25
IT,1 wk ahead inc case,quantile,0.75,514971,2022-07-30,2022-07-25
IT,1 wk ahead inc case,quantile,0.975,1477654,2022-07-30,2022-07-25
IT,2 wk ahead inc case,point,NA,299700,2022-08-06,2022-07-25
IT,2 wk ahead inc case,quantile,0.025,24875,2022-08-06,2022-07-25
IT,2 wk ahead inc case,quantile,0.25,166933,2022-08-06,2022-07-25
IT,2 wk ahead inc case,quantile,0.75,443556,2022-08-06,2022-07-25
IT,2 wk ahead inc case,quantile,0.975,2323873,2022-08-06,2022-07-25
LT,1 wk ahead inc case,point,NA,4476,2022-07-30,2022-07-25
LT,1 wk ahead inc case,quantile,0.025,1320,2022-07-30,2022-07-25
LT,1 wk ahead inc case,quantile,0.25,3447,2022-07-30,2022-07-25
LT,1 wk ahead inc case,quantile,0.75,5689,2022-07-30,2022-07-25
LT,1 wk ahead inc case,quantile,0.975,16324,2022-07-30,2022-07-25
LT,2 wk ahead inc case,point,NA,4185,2022-08-06,2022-07-25
LT,2 wk ahead inc case,quantile,0.025,347,2022-08-06,2022-07-25
LT,2 wk ahead inc case,quantile,0.25,2331,2022-08-06,2022-07-25
LT,2 wk ahead inc case,quantile,0.75,6194,2022-08-06,2022-07-25
LT,2 wk ahead inc case,quantile,0.975,32451,2022-08-06,2022-07-25
MT,1 wk ahead inc case,point,NA,667,2022-07-30,2022-07-25
MT,1 wk ahead inc case,quantile,0.025,197,2022-07-30,2022-07-25
MT,1 wk ahead inc case,quantile,0.25,514,2022-07-30,2022-07-25
MT,1 wk ahead inc case,quantile,0.75,848,2022-07-30,2022-07-25
MT,1 wk ahead inc case,quantile,0.975,2432,2022-07-30,2022-07-25
MT,2 wk ahead inc case,point,NA,308,2022-08-06,2022-07-25
MT,2 wk ahead inc case,quantile,0.025,26,2022-08-06,2022-07-25
MT,2 wk ahead inc case,quantile,0.25,171,2022-08-06,2022-07-25
MT,2 wk ahead inc case,quantile,0.75,456,2022-08-06,2022-07-25
MT,2 wk ahead inc case,quantile,0.975,2387,2022-08-06,2022-07-25
NO,1 wk ahead inc case,point,NA,1415,2022-07-30,2022-07-25
