quantile,value,type,location,target,forecast_date,target_end_date
0.01,139,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.025,148,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.05,161,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.1,175,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.15,187,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.2,195,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.25,201,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.3,208,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.35,215,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.4,223,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.45,231,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.5,239,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
NA,239,point,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.55,245,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.6,253,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.65,263,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.7,272,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.75,283,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.8,295,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.85,311,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.9,326,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.95,356,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.975,383,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.99,435,quantile,BE,1 wk ahead inc death,2021-03-28,2021-04-03
0.01,121,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.025,138,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.05,151,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.1,165,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.15,180,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.2,191,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.25,202,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.3,212,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.35,224,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
0.4,234,quantile,BE,2 wk ahead inc death,2021-03-28,2021-04-10
