location,target,type,quantile,target_end_date,forecast_date,scenario_id,value
DE,1 wk ahead inc case,point,NA,2021-06-26,2021-06-21,forecast,4736
DE,1 wk ahead inc case,quantile,0.01,2021-06-26,2021-06-21,forecast,2003
DE,1 wk ahead inc case,quantile,0.025,2021-06-26,2021-06-21,forecast,2234
DE,1 wk ahead inc case,quantile,0.05,2021-06-26,2021-06-21,forecast,2491
DE,1 wk ahead inc case,quantile,0.1,2021-06-26,2021-06-21,forecast,2924
DE,1 wk ahead inc case,quantile,0.15,2021-06-26,2021-06-21,forecast,3169
DE,1 wk ahead inc case,quantile,0.2,2021-06-26,2021-06-21,forecast,3454
DE,1 wk ahead inc case,quantile,0.25,2021-06-26,2021-06-21,forecast,3664
DE,1 wk ahead inc case,quantile,0.3,2021-06-26,2021-06-21,forecast,3898
DE,1 wk ahead inc case,quantile,0.35,2021-06-26,2021-06-21,forecast,4120
DE,1 wk ahead inc case,quantile,0.4,2021-06-26,2021-06-21,forecast,4304
DE,1 wk ahead inc case,quantile,0.45,2021-06-26,2021-06-21,forecast,4480
DE,1 wk ahead inc case,quantile,0.5,2021-06-26,2021-06-21,forecast,4736
DE,1 wk ahead inc case,quantile,0.55,2021-06-26,2021-06-21,forecast,4904
DE,1 wk ahead inc case,quantile,0.6,2021-06-26,2021-06-21,forecast,5183
DE,1 wk ahead inc case,quantile,0.65,2021-06-26,2021-06-21,forecast,5413
DE,1 wk ahead inc case,quantile,0.7,2021-06-26,2021-06-21,forecast,5688
DE,1 wk ahead inc case,quantile,0.75,2021-06-26,2021-06-21,forecast,5971
DE,1 wk ahead inc case,quantile,0.8,2021-06-26,2021-06-21,forecast,6409
DE,1 wk ahead inc case,quantile,0.85,2021-06-26,2021-06-21,forecast,6992
DE,1 wk ahead inc case,quantile,0.9,2021-06-26,2021-06-21,forecast,7542
DE,1 wk ahead inc case,quantile,0.95,2021-06-26,2021-06-21,forecast,8428
DE,1 wk ahead inc case,quantile,0.975,2021-06-26,2021-06-21,forecast,9538
DE,1 wk ahead inc case,quantile,0.99,2021-06-26,2021-06-21,forecast,10379
DE,1 wk ahead inc death,point,NA,2021-06-26,2021-06-21,forecast,253
DE,1 wk ahead inc death,quantile,0.01,2021-06-26,2021-06-21,forecast,140
DE,1 wk ahead inc death,quantile,0.025,2021-06-26,2021-06-21,forecast,156
DE,1 wk ahead inc death,quantile,0.05,2021-06-26,2021-06-21,forecast,168
DE,1 wk ahead inc death,quantile,0.1,2021-06-26,2021-06-21,forecast,186
DE,1 wk ahead inc death,quantile,0.15,2021-06-26,2021-06-21,forecast,200
DE,1 wk ahead inc death,quantile,0.2,2021-06-26,2021-06-21,forecast,208
DE,1 wk ahead inc death,quantile,0.25,2021-06-26,2021-06-21,forecast,216
DE,1 wk ahead inc death,quantile,0.3,2021-06-26,2021-06-21,forecast,224
