location,target,type,quantile,target_end_date,forecast_date,scenario_id,value
DE,1 wk ahead inc case,point,,2021-09-04,2021-08-30,forecast,135122
DE,1 wk ahead inc case,quantile,0.01,2021-09-04,2021-08-30,forecast,95475
DE,1 wk ahead inc case,quantile,0.025,2021-09-04,2021-08-30,forecast,102390
DE,1 wk ahead inc case,quantile,0.05,2021-09-04,2021-08-30,forecast,107576
DE,1 wk ahead inc case,quantile,0.1,2021-09-04,2021-08-30,forecast,113490
DE,1 wk ahead inc case,quantile,0.15,2021-09-04,2021-08-30,forecast,117247
DE,1 wk ahead inc case,quantile,0.2,2021-09-04,2021-08-30,forecast,120063
DE,1 wk ahead inc case,quantile,0.25,2021-09-04,2021-08-30,forecast,122761
DE,1 wk ahead inc case,quantile,0.3,2021-09-04,2021-08-30,forecast,125572
DE,1 wk ahead inc case,quantile,0.35,2021-09-04,2021-08-30,forecast,127741
DE,1 wk ahead inc case,quantile,0.4,2021-09-04,2021-08-30,forecast,129663
DE,1 wk ahead inc case,quantile,0.45,2021-09-04,2021-08-30,forecast,132083
DE,1 wk ahead inc case,quantile,0.5,2021-09-04,2021-08-30,forecast,135122
DE,1 wk ahead inc case,quantile,0.55,2021-09-04,2021-08-30,forecast,137218
DE,1 wk ahead inc case,quantile,0.6,2021-09-04,2021-08-30,forecast,139662
DE,1 wk ahead inc case,quantile,0.65,2021-09-04,2021-08-30,forecast,142400
DE,1 wk ahead inc case,quantile,0.7,2021-09-04,2021-08-30,forecast,145599
DE,1 wk ahead inc case,quantile,0.75,2021-09-04,2021-08-30,forecast,148322
DE,1 wk ahead inc case,quantile,0.8,2021-09-04,2021-08-30,forecast,151717
DE,1 wk ahead inc case,quantile,0.85,2021-09-04,2021-08-30,forecast,156982
DE,1 wk ahead inc case,quantile,0.9,2021-09-04,2021-08-30,forecast,161937
DE,1 wk ahead inc case,quantile,0.95,2021-09-04,2021-08-30,forecast,169333
DE,1 wk ahead inc case,quantile,0.975,2021-09-04,2021-08-30,forecast,178648
DE,1 wk ahead inc case,quantile,0.99,2021-09-04,2021-08-30,forecast,189779
DE,1 wk ahead inc death,point,,2021-09-04,2021-08-30,forecast,561
DE,1 wk ahead inc death,quantile,0.01,2021-09-04,2021-08-30,forecast,155
DE,1 wk ahead inc death,quantile,0.025,2021-09-04,2021-08-30,forecast,174
DE,1 wk ahead inc death,quantile,0.05,2021-09-04,2021-08-30,forecast,226
DE,1 wk ahead inc death,quantile,0.1,2021-09-04,2021-08-30,forecast,285
DE,1 wk ahead inc death,quantile,0.15,2021-09-04,2021-08-30,forecast,326
DE,1 wk ahead inc death,quantile,0.2,2021-09-04,2021-08-30,forecast,373
DE,1 wk ahead inc death,quantile,0.25,2021-09-04,2021-08-30,forecast,406
DE,1 wk ahead inc death,quantile,0.3,2021-09-04,2021-08-30,forecast,439
DE,1 wk ahead inc death,quantile,0.35,2021-09-04,2021-08-30,forecast,469
DE,1 wk ahead inc death,quantile,0.4,2021-09-04,2021-08-30,forecast,506
DE,1 wk ahead inc death,quantile,0.45,2021-09-04,2021-08-30,forecast,537
