weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,DSMPG-bayes,inc case,1,Overall,1.06,0.93,0.47,0.91,0.4,148,25,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.19,0.89,0.09,255,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.82,0.74,0.7,0.97,0.07,255,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.19,1.07,0.52,0.93,0.13,255,32,NA
10,ILM-EKF,inc case,1,Overall,1.07,0.97,0.51,0.93,0.09,255,32,NA
10,LANL-GrowthRate,inc case,1,Overall,1.01,0.92,0.64,0.94,-0.25,255,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,0.98,NA,0.31,0.76,NA,255,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,1.11,NA,NA,NA,NA,160,32,NA
10,UMass-SemiMech,inc case,1,Overall,1.05,0.94,0.64,0.96,0.08,156,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.03,1.06,0.55,0.72,0.02,255,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.78,NA,0.22,0.55,NA,227,32,NA
10,epiforecasts-EpiExpert,inc case,1,Overall,0.89,0.88,0.33,0.81,0.15,135,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.03,0.88,0.54,0.91,0.12,254,32,NA
10,DSMPG-bayes,inc case,2,Overall,1.27,1.19,0.46,0.94,0.32,127,25,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.26,0.8,0.02,223,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.9,0.82,0.52,0.94,0.11,223,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.22,1.2,0.39,0.86,0.15,223,32,NA
10,ILM-EKF,inc case,2,Overall,1.26,1.13,0.43,0.92,0.12,223,32,NA
10,LANL-GrowthRate,inc case,2,Overall,0.87,0.84,0.51,0.91,-0.14,223,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,0.98,NA,0.3,0.66,NA,223,32,NA
10,UMass-SemiMech,inc case,2,Overall,1.02,0.95,0.52,0.94,0.11,124,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.96,1.03,0.47,0.68,-0.01,223,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.37,NA,0.15,0.39,NA,195,32,NA
10,epiforecasts-EpiExpert,inc case,2,Overall,1.05,1.07,0.27,0.69,0.1,117,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.99,0.95,0.46,0.87,0.1,222,32,NA
10,DSMPG-bayes,inc case,3,Overall,1.82,1.94,0.44,NA,0.33,106,25,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.3,0.78,0.03,191,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.11,1.06,0.44,0.91,0.21,191,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.68,1.69,0.37,0.83,0.18,191,32,NA
10,ILM-EKF,inc case,3,Overall,1.56,1.49,0.42,0.87,0.17,191,32,NA
10,LANL-GrowthRate,inc case,3,Overall,0.97,0.92,0.45,0.85,-0.04,191,32,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.16,NA,0.26,0.6,NA,191,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.01,1.04,0.45,0.63,-0.05,191,32,NA
10,epiforecasts-EpiExpert,inc case,3,Overall,0.98,0.98,0.28,0.72,0.12,108,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.15,1.16,0.46,0.85,0.14,190,32,NA
10,DSMPG-bayes,inc case,4,Overall,2.19,2.24,0.41,NA,0.34,87,25,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.32,0.74,0.05,159,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.43,1.37,0.36,0.89,0.26,159,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,2.25,2.2,0.33,0.74,0.22,159,32,NA
10,ILM-EKF,inc case,4,Overall,2.25,2.23,0.38,0.84,0.24,159,32,NA
10,LANL-GrowthRate,inc case,4,Overall,0.99,0.89,0.38,0.82,0.05,159,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.14,NA,0.25,0.61,NA,159,32,NA
10,USC-SIkJalpha,inc case,4,Overall,1.05,1.07,0.38,0.63,0.03,159,32,NA
10,epiforecasts-EpiExpert,inc case,4,Overall,1.1,1.12,0.28,0.71,0.25,95,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.41,1.36,0.4,0.83,0.17,158,32,NA
10,LANL-GrowthRate,inc case,5,Overall,NA,NA,0.36,0.79,0.09,127,32,NA
10,USC-SIkJalpha,inc case,5,Overall,NA,NA,0.29,0.61,0.06,127,32,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.33,0.94,0.03,256,32,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.63,0.68,0.78,0.99,0.07,256,32,NA
10,IEM_Health-CovidProject,inc death,1,Overall,0.99,1.03,0.65,0.98,-0.07,256,32,NA
10,ILM-EKF,inc death,1,Overall,0.82,0.99,0.89,0.99,0.11,256,32,NA
10,LANL-GrowthRate,inc death,1,Overall,0.79,0.82,0.43,0.89,-0.09,256,32,NA
10,RobertWalraven-ESG,inc death,1,Overall,0.88,0.89,0.43,0.76,-0.13,256,32,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,0.9,NA,NA,NA,NA,160,32,NA
10,UMass-MechBayes,inc death,1,Overall,0.79,0.94,0.62,0.96,0.07,156,32,NA
10,UMass-SemiMech,inc death,1,Overall,0.81,1.01,0.63,0.92,0.16,156,32,NA
10,USC-SIkJalpha,inc death,1,Overall,0.78,0.98,0.54,0.72,0.12,256,32,NA
10,USyd-OneModelMan,inc death,1,Overall,0.81,NA,NA,NA,NA,160,32,NA
10,epiforecasts-EpiExpert,inc death,1,Overall,0.92,0.96,0.38,0.75,0.12,136,32,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.08,1.11,0.56,0.92,0.27,254,32,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.49,0.9,0.01,224,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.58,0.61,0.75,0.99,0.12,224,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1.11,1.1,0.59,0.97,-0.08,224,32,NA
10,ILM-EKF,inc death,2,Overall,0.95,0.95,0.79,0.99,0.17,224,32,NA
10,LANL-GrowthRate,inc death,2,Overall,0.81,0.81,0.43,0.87,-0.15,224,32,NA
10,RobertWalraven-ESG,inc death,2,Overall,0.91,1.02,0.46,0.69,-0.2,224,32,NA
10,UMass-MechBayes,inc death,2,Overall,0.64,0.77,0.57,0.93,0.08,124,32,NA
10,UMass-SemiMech,inc death,2,Overall,0.78,0.9,0.57,0.9,0.21,124,32,NA
10,USC-SIkJalpha,inc death,2,Overall,0.77,0.82,0.54,0.75,0.19,224,32,NA
10,USyd-OneModelMan,inc death,2,Overall,0.9,NA,NA,NA,NA,128,32,NA
10,epiforecasts-EpiExpert,inc death,2,Overall,1.04,1.05,0.31,0.75,0.17,118,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.14,1.13,0.44,0.88,0.36,222,32,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.53,0.86,-0.02,192,32,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.65,0.62,0.7,0.98,0.15,192,32,NA
10,IEM_Health-CovidProject,inc death,3,Overall,1.33,1.2,0.58,0.96,-0.13,192,32,NA
10,ILM-EKF,inc death,3,Overall,1.21,1.13,0.71,0.98,0.22,192,32,NA
10,LANL-GrowthRate,inc death,3,Overall,0.87,0.81,0.43,0.86,-0.18,192,32,NA
10,RobertWalraven-ESG,inc death,3,Overall,1.02,1.12,0.41,0.67,-0.33,192,32,NA
10,USC-SIkJalpha,inc death,3,Overall,0.87,0.89,0.5,0.73,0.22,192,32,NA
10,epiforecasts-EpiExpert,inc death,3,Overall,0.93,0.84,0.33,0.78,0.12,109,32,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.32,1.27,0.48,0.87,0.37,190,32,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.58,0.83,-0,160,32,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.78,0.72,0.69,0.97,0.19,160,32,NA
10,IEM_Health-CovidProject,inc death,4,Overall,1.45,1.28,0.51,0.96,-0.15,160,32,NA
10,ILM-EKF,inc death,4,Overall,1.81,1.62,0.63,0.98,0.29,160,32,NA
10,LANL-GrowthRate,inc death,4,Overall,0.79,0.69,0.46,0.88,-0.18,160,32,NA
10,RobertWalraven-ESG,inc death,4,Overall,1.06,1.17,0.36,0.66,-0.4,160,32,NA
10,USC-SIkJalpha,inc death,4,Overall,0.89,0.87,0.54,0.79,0.21,160,32,NA
10,epiforecasts-EpiExpert,inc death,4,Overall,0.99,0.93,0.32,0.82,0.1,96,32,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.56,1.5,0.45,0.89,0.4,159,32,NA
10,LANL-GrowthRate,inc death,5,Overall,NA,NA,0.45,0.88,-0.13,128,32,NA
10,USC-SIkJalpha,inc death,5,Overall,NA,NA,0.52,0.81,0.21,128,32,NA
10,EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.12,1,0.12,8,1,Austria
10,EuroCOVIDhub-ensemble,inc case,1,AT,0.65,0.71,0.88,1,0.21,8,1,Austria
10,IEM_Health-CovidProject,inc case,1,AT,0.82,0.86,0.5,1,0.39,8,1,Austria
10,ILM-EKF,inc case,1,AT,0.79,0.98,0.75,1,0.26,8,1,Austria
10,LANL-GrowthRate,inc case,1,AT,0.72,0.69,0.5,1,-0.29,8,1,Austria
10,RobertWalraven-ESG,inc case,1,AT,0.7,NA,0.62,0.88,NA,8,1,Austria
10,SDSC_ISG-TrendModel,inc case,1,AT,0.59,NA,NA,NA,NA,5,1,Austria
10,UMass-SemiMech,inc case,1,AT,0.93,0.93,0.8,1,0.18,5,1,Austria
10,USC-SIkJalpha,inc case,1,AT,0.65,0.82,0.62,0.88,0.28,8,1,Austria
10,UVA-Ensemble,inc case,1,AT,1.7,NA,0.14,1,NA,7,1,Austria
10,epiforecasts-EpiNow2,inc case,1,AT,0.72,0.7,0.62,0.88,0.19,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,0.11,7,1,Austria
10,EuroCOVIDhub-ensemble,inc case,2,AT,0.74,0.84,0.57,1,0.3,7,1,Austria
10,IEM_Health-CovidProject,inc case,2,AT,0.97,1.02,0.57,1,0.49,7,1,Austria
10,ILM-EKF,inc case,2,AT,0.99,1.22,0.71,1,0.39,7,1,Austria
10,LANL-GrowthRate,inc case,2,AT,0.66,0.68,0.43,1,0.03,7,1,Austria
10,RobertWalraven-ESG,inc case,2,AT,0.72,NA,0.43,0.71,NA,7,1,Austria
10,UMass-SemiMech,inc case,2,AT,1,0.96,0.5,1,0.28,4,1,Austria
10,USC-SIkJalpha,inc case,2,AT,0.66,0.75,0.43,0.86,0.34,7,1,Austria
10,UVA-Ensemble,inc case,2,AT,1.2,NA,0,0.83,NA,6,1,Austria
10,epiforecasts-EpiNow2,inc case,2,AT,0.89,0.92,0.29,0.86,0.18,7,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.17,1,0.2,6,1,Austria
10,EuroCOVIDhub-ensemble,inc case,3,AT,1.07,1.18,0.5,1,0.5,6,1,Austria
10,IEM_Health-CovidProject,inc case,3,AT,1.41,1.46,0.33,1,0.66,6,1,Austria
10,ILM-EKF,inc case,3,AT,1.54,1.73,0.5,1,0.55,6,1,Austria
10,LANL-GrowthRate,inc case,3,AT,0.88,0.87,0.33,1,0.28,6,1,Austria
10,RobertWalraven-ESG,inc case,3,AT,0.82,NA,0.33,0.67,NA,6,1,Austria
10,USC-SIkJalpha,inc case,3,AT,0.78,1.12,0.5,0.67,0.27,6,1,Austria
10,epiforecasts-EpiNow2,inc case,3,AT,1.09,1.16,0.33,0.83,0.38,6,1,Austria
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.2,1,0.26,5,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,1.73,1.81,0.2,0.8,0.7,5,1,Austria
10,IEM_Health-CovidProject,inc case,4,AT,2.38,2.38,0.2,0.8,0.85,5,1,Austria
10,ILM-EKF,inc case,4,AT,2.65,2.8,0.2,1,0.7,5,1,Austria
10,LANL-GrowthRate,inc case,4,AT,1.07,1.04,0.2,1,0.4,5,1,Austria
10,RobertWalraven-ESG,inc case,4,AT,0.8,NA,0.4,0.6,NA,5,1,Austria
10,USC-SIkJalpha,inc case,4,AT,1.36,1.65,0.4,0.6,0.68,5,1,Austria
10,epiforecasts-EpiNow2,inc case,4,AT,1.64,1.65,0.4,1,0.68,5,1,Austria
10,LANL-GrowthRate,inc case,5,AT,NA,NA,0.5,1,0.4,4,1,Austria
10,USC-SIkJalpha,inc case,5,AT,NA,NA,0.25,0.5,0.72,4,1,Austria
10,EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.25,1,-0.01,8,1,Austria
10,EuroCOVIDhub-ensemble,inc death,1,AT,0.68,0.78,1,1,0.06,8,1,Austria
10,IEM_Health-CovidProject,inc death,1,AT,1.13,1.04,0.75,1,-0.01,8,1,Austria
10,ILM-EKF,inc death,1,AT,0.94,1.77,1,1,0.1,8,1,Austria
10,LANL-GrowthRate,inc death,1,AT,0.89,0.92,0.38,0.88,-0.04,8,1,Austria
10,RobertWalraven-ESG,inc death,1,AT,0.94,0.77,0.25,1,-0.02,8,1,Austria
10,SDSC_ISG-TrendModel,inc death,1,AT,1.04,NA,NA,NA,NA,5,1,Austria
10,UMass-MechBayes,inc death,1,AT,0.75,0.88,0.8,1,-0.1,5,1,Austria
10,UMass-SemiMech,inc death,1,AT,0.65,0.8,1,1,0.16,5,1,Austria
10,USC-SIkJalpha,inc death,1,AT,0.91,1.21,0.5,0.62,0.45,8,1,Austria
10,USyd-OneModelMan,inc death,1,AT,0.66,NA,NA,NA,NA,5,1,Austria
10,epiforecasts-EpiNow2,inc death,1,AT,0.98,0.92,0.62,1,0.38,8,1,Austria
10,EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.57,1,-0.13,7,1,Austria
10,EuroCOVIDhub-ensemble,inc death,2,AT,0.55,0.66,1,1,0.11,7,1,Austria
10,IEM_Health-CovidProject,inc death,2,AT,1.4,1.26,0.57,1,-0.03,7,1,Austria
10,ILM-EKF,inc death,2,AT,1.1,1.54,1,1,0.2,7,1,Austria
10,LANL-GrowthRate,inc death,2,AT,1,0.84,0.14,1,-0.46,7,1,Austria
10,RobertWalraven-ESG,inc death,2,AT,1.02,0.96,0.57,0.86,-0.15,7,1,Austria
10,UMass-MechBayes,inc death,2,AT,0.45,0.73,1,1,-0.03,4,1,Austria
10,UMass-SemiMech,inc death,2,AT,0.75,1.01,0.75,1,0.28,4,1,Austria
10,USC-SIkJalpha,inc death,2,AT,0.71,0.96,0.57,0.71,0.51,7,1,Austria
10,USyd-OneModelMan,inc death,2,AT,1.59,NA,NA,NA,NA,4,1,Austria
10,epiforecasts-EpiNow2,inc death,2,AT,1.19,0.98,0.43,0.86,0.55,7,1,Austria
10,EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.83,1,-0.13,6,1,Austria
10,EuroCOVIDhub-ensemble,inc death,3,AT,0.52,0.75,0.83,1,0.22,6,1,Austria
10,IEM_Health-CovidProject,inc death,3,AT,1.98,1.53,0.5,1,-0.08,6,1,Austria
10,ILM-EKF,inc death,3,AT,1.64,1.74,1,1,0.35,6,1,Austria
10,LANL-GrowthRate,inc death,3,AT,0.91,0.76,0.5,1,-0.52,6,1,Austria
10,RobertWalraven-ESG,inc death,3,AT,1.27,1.04,0.17,0.83,-0.45,6,1,Austria
10,USC-SIkJalpha,inc death,3,AT,1.33,1.39,0.5,0.83,0.58,6,1,Austria
10,epiforecasts-EpiNow2,inc death,3,AT,1.78,1.67,0.33,0.83,0.69,6,1,Austria
10,EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.8,1,-0.22,5,1,Austria
10,EuroCOVIDhub-ensemble,inc death,4,AT,0.81,0.89,1,1,0.22,5,1,Austria
10,IEM_Health-CovidProject,inc death,4,AT,1.91,1.65,0.6,1,-0.1,5,1,Austria
10,ILM-EKF,inc death,4,AT,2.35,2.23,0.4,1,0.48,5,1,Austria
10,LANL-GrowthRate,inc death,4,AT,1.1,1,0.6,1,-0.46,5,1,Austria
10,RobertWalraven-ESG,inc death,4,AT,1.6,1.35,0.2,0.8,-0.67,5,1,Austria
10,USC-SIkJalpha,inc death,4,AT,1.48,1.43,0.6,0.8,0.54,5,1,Austria
10,epiforecasts-EpiNow2,inc death,4,AT,2.58,2.15,0.2,1,0.82,5,1,Austria
10,LANL-GrowthRate,inc death,5,AT,NA,NA,0.5,1,-0.35,4,1,Austria
