weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-ensemble,inc death,1,Overall,NA,NA,0.64,0.95,0,2407,32,NA
All,ILM-EKF,inc death,1,Overall,NA,NA,0.85,0.98,0.08,2226,32,NA
All,Karlen-pypm,inc death,1,Overall,NA,NA,0.55,0.94,-0.08,596,27,NA
All,MUNI-ARIMA,inc death,1,Overall,NA,NA,0.52,0.92,-0.01,2142,32,NA
All,SDSC_ISG-TrendModel,inc death,1,Overall,NA,NA,0.54,0.9,-0.06,2297,32,NA
All,USC-SIkJalpha,inc death,1,Overall,NA,NA,0.37,0.51,0.02,2391,32,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.63,0.91,0.04,2299,31,NA
All,EuroCOVIDhub-ensemble,inc death,4,Overall,0.72,0.66,0.57,0.92,-0.01,2299,31,NA
All,ILM-EKF,inc death,4,Overall,133.06,166.99,0.6,0.94,0.08,2102,31,NA
All,Karlen-pypm,inc death,4,Overall,3.01,2.86,0.3,0.77,-0.03,577,26,NA
All,MUNI-ARIMA,inc death,4,Overall,0.85,0.77,0.56,0.93,-0,2014,31,NA
All,USC-SIkJalpha,inc death,4,Overall,1.07,1.17,0.27,0.44,-0.05,2286,31,NA
All,BIOCOMSC-Gompertz,inc death,2,Overall,2.67,NA,0.52,0.9,NA,942,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.6,0.93,0.04,2358,32,NA
All,EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.56,0.63,0.95,0,2358,32,NA
All,ILM-EKF,inc death,2,Overall,65.38,168.62,0.79,0.97,0.08,2181,32,NA
All,Karlen-pypm,inc death,2,Overall,2.09,2.17,0.45,0.9,-0.06,584,27,NA
All,MUNI-ARIMA,inc death,2,Overall,0.78,0.71,0.56,0.92,-0.01,2101,32,NA
All,USC-SIkJalpha,inc death,2,Overall,0.9,0.98,0.33,0.48,0.01,2343,32,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.63,0.92,0.04,2328,31,NA
All,EuroCOVIDhub-ensemble,inc death,3,Overall,0.63,0.57,0.6,0.94,-0,2328,31,NA
All,ILM-EKF,inc death,3,Overall,124.85,164.05,0.69,0.96,0.09,2155,31,NA
All,Karlen-pypm,inc death,3,Overall,2.62,2.45,0.38,0.84,-0.04,580,26,NA
All,MUNI-ARIMA,inc death,3,Overall,0.82,0.74,0.56,0.93,-0.01,2039,31,NA
All,USC-SIkJalpha,inc death,3,Overall,0.94,1.03,0.3,0.46,-0,2314,31,NA
All,AMM-EpiInvert,inc case,1,AT,NA,NA,0.2,0.8,0.3,11,1,Austria
All,EuroCOVIDhub-ensemble,inc case,1,AT,NA,NA,0.57,0.9,0,51,1,Austria
All,ILM-EKF,inc case,1,AT,NA,NA,0.51,0.84,0.04,51,1,Austria
All,MUNI-ARIMA,inc case,1,AT,NA,NA,0.39,0.8,0.02,41,1,Austria
All,SDSC_ISG-TrendModel,inc case,1,AT,NA,NA,0.5,0.93,-0.1,47,1,Austria
All,USC-SIkJalpha,inc case,1,AT,NA,NA,0.24,0.55,0.17,51,1,Austria
All,BIOCOMSC-Gompertz,inc case,2,AT,1.12,NA,0.71,1,NA,17,1,Austria
All,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.13,0.94,-0.1,47,1,Austria
All,EuroCOVIDhub-ensemble,inc case,2,AT,1.02,0.96,0.36,0.89,-0,47,1,Austria
All,ILM-EKF,inc case,2,AT,1.18,1.18,0.38,0.79,0.06,47,1,Austria
All,MUNI-ARIMA,inc case,2,AT,1.06,1.08,0.24,0.89,-0.1,38,1,Austria
All,USC-SIkJalpha,inc case,2,AT,2.07,2.49,0.17,0.4,0.17,47,1,Austria
All,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.18,0.91,-0.06,44,1,Austria
All,EuroCOVIDhub-ensemble,inc case,3,AT,1.08,1.08,0.32,0.8,0.03,44,1,Austria
All,ILM-EKF,inc case,3,AT,1.44,1.4,0.32,0.77,0.11,44,1,Austria
All,MUNI-ARIMA,inc case,3,AT,1.07,1.1,0.42,0.89,-0.08,36,1,Austria
All,USC-SIkJalpha,inc case,3,AT,2.11,2.53,0.18,0.34,0.18,44,1,Austria
All,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.25,0.86,-0.07,44,1,Austria
All,EuroCOVIDhub-ensemble,inc case,4,AT,1.13,1.16,0.32,0.7,0.07,44,1,Austria
All,ILM-EKF,inc case,4,AT,1.79,1.73,0.23,0.77,0.12,44,1,Austria
All,MUNI-ARIMA,inc case,4,AT,1.1,1.14,0.43,0.81,-0.07,37,1,Austria
All,USC-SIkJalpha,inc case,4,AT,2.62,2.96,0.14,0.23,0.27,44,1,Austria
All,EuroCOVIDhub-ensemble,inc death,1,AT,NA,NA,0.47,0.87,-0.03,30,1,Austria
All,ILM-EKF,inc death,1,AT,NA,NA,0.87,0.93,0.08,30,1,Austria
All,MUNI-ARIMA,inc death,1,AT,NA,NA,0.37,0.81,0.1,27,1,Austria
All,SDSC_ISG-TrendModel,inc death,1,AT,NA,NA,0.39,0.93,0.1,28,1,Austria
All,USC-SIkJalpha,inc death,1,AT,NA,NA,0.41,0.55,-0.01,29,1,Austria
All,EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.68,0.89,0.01,28,1,Austria
All,EuroCOVIDhub-ensemble,inc death,4,AT,0.77,0.79,0.32,0.82,-0.02,28,1,Austria
All,ILM-EKF,inc death,4,AT,1.88,2.9,0.56,0.93,0.11,27,1,Austria
All,MUNI-ARIMA,inc death,4,AT,1.13,1.16,0.5,0.88,0.16,26,1,Austria
All,BIOCOMSC-Gompertz,inc death,2,AT,3.62,NA,0.17,0.67,NA,6,1,Austria
All,EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.7,0.93,-0.06,27,1,Austria
All,EuroCOVIDhub-ensemble,inc death,2,AT,0.88,0.96,0.48,0.85,-0.11,27,1,Austria
All,ILM-EKF,inc death,2,AT,0.67,1.69,0.78,0.93,0.07,27,1,Austria
All,MUNI-ARIMA,inc death,2,AT,1.14,1.21,0.46,0.81,-0.01,26,1,Austria
All,USC-SIkJalpha,inc death,2,AT,1.05,1.3,0.27,0.58,-0.04,26,1,Austria
All,EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.63,0.93,-0.03,27,1,Austria
All,EuroCOVIDhub-ensemble,inc death,3,AT,0.85,0.9,0.48,0.89,-0.08,27,1,Austria
All,ILM-EKF,inc death,3,AT,0.67,1.62,0.7,0.89,0.07,27,1,Austria
All,MUNI-ARIMA,inc death,3,AT,1.16,1.26,0.54,0.85,0.08,26,1,Austria
All,EuroCOVIDhub-ensemble,inc case,1,BE,NA,NA,0.47,0.91,-0.05,86,1,Belgium
All,ILM-EKF,inc case,1,BE,NA,NA,0.44,0.81,-0.03,81,1,Belgium
All,Karlen-pypm,inc case,1,BE,NA,NA,0.49,0.81,0.05,37,1,Belgium
All,MUNI-ARIMA,inc case,1,BE,NA,NA,0.36,0.86,-0.04,76,1,Belgium
All,SDSC_ISG-TrendModel,inc case,1,BE,NA,NA,0.38,0.7,-0.24,82,1,Belgium
All,USC-SIkJalpha,inc case,1,BE,NA,NA,0.23,0.49,0.12,86,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.33,0.88,0.02,85,1,Belgium
All,EuroCOVIDhub-ensemble,inc case,2,BE,0.92,0.78,0.46,0.86,-0.05,85,1,Belgium
All,ILM-EKF,inc case,2,BE,1.12,1.02,0.4,0.72,-0.02,80,1,Belgium
All,Karlen-pypm,inc case,2,BE,1.29,1.14,0.31,0.61,0,36,1,Belgium
All,MUNI-ARIMA,inc case,2,BE,0.89,0.82,0.39,0.81,-0.04,75,1,Belgium
All,USC-SIkJalpha,inc case,2,BE,0.93,0.93,0.2,0.4,0.08,85,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.36,0.82,0,84,1,Belgium
All,EuroCOVIDhub-ensemble,inc case,3,BE,0.92,0.86,0.44,0.8,-0.03,84,1,Belgium
All,ILM-EKF,inc case,3,BE,1.48,1.33,0.34,0.71,-0.02,79,1,Belgium
All,Karlen-pypm,inc case,3,BE,1.22,1.13,0.23,0.57,-0.13,35,1,Belgium
All,MUNI-ARIMA,inc case,3,BE,0.93,0.87,0.43,0.85,-0.03,67,1,Belgium
All,USC-SIkJalpha,inc case,3,BE,1.11,1.16,0.21,0.36,0.06,84,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.4,0.83,-0,83,1,Belgium
All,EuroCOVIDhub-ensemble,inc case,4,BE,0.94,0.89,0.39,0.8,-0.06,83,1,Belgium
All,ILM-EKF,inc case,4,BE,1.97,1.78,0.34,0.74,0.01,77,1,Belgium
All,Karlen-pypm,inc case,4,BE,1.27,1.19,0.15,0.41,-0.29,34,1,Belgium
All,MUNI-ARIMA,inc case,4,BE,0.99,0.94,0.38,0.88,-0.05,66,1,Belgium
All,USC-SIkJalpha,inc case,4,BE,1.36,1.45,0.2,0.36,0.03,83,1,Belgium
All,EuroCOVIDhub-ensemble,inc death,1,BE,NA,NA,0.63,0.99,-0.08,86,1,Belgium
All,ILM-EKF,inc death,1,BE,NA,NA,0.96,1,0.04,81,1,Belgium
All,Karlen-pypm,inc death,1,BE,NA,NA,0.43,1,-0.08,37,1,Belgium
All,MUNI-ARIMA,inc death,1,BE,NA,NA,0.5,0.93,-0.08,76,1,Belgium
All,SDSC_ISG-TrendModel,inc death,1,BE,NA,NA,0.3,0.73,-0.26,82,1,Belgium
All,USC-SIkJalpha,inc death,1,BE,NA,NA,0.27,0.43,-0.02,86,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.82,1,-0,85,1,Belgium
All,EuroCOVIDhub-ensemble,inc death,2,BE,0.73,0.58,0.68,0.96,-0.08,85,1,Belgium
All,ILM-EKF,inc death,2,BE,0.73,0.95,0.89,1,0.05,80,1,Belgium
All,Karlen-pypm,inc death,2,BE,0.95,0.74,0.44,0.89,-0.05,36,1,Belgium
All,MUNI-ARIMA,inc death,2,BE,0.92,0.77,0.61,0.96,-0.06,75,1,Belgium
All,USC-SIkJalpha,inc death,2,BE,1.09,1.03,0.28,0.46,-0.04,85,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.83,1,0.01,84,1,Belgium
All,EuroCOVIDhub-ensemble,inc death,3,BE,0.78,0.61,0.6,0.95,-0.1,84,1,Belgium
All,ILM-EKF,inc death,3,BE,0.86,0.97,0.78,1,0.05,79,1,Belgium
All,Karlen-pypm,inc death,3,BE,1.03,0.83,0.34,0.86,-0.02,35,1,Belgium
All,MUNI-ARIMA,inc death,3,BE,0.97,0.79,0.66,0.96,-0.06,73,1,Belgium
All,USC-SIkJalpha,inc death,3,BE,1.04,1.06,0.26,0.39,-0.02,84,1,Belgium
All,EuroCOVIDhub-baseline,inc death,4,BE,1,1,0.84,1,0.02,83,1,Belgium
All,EuroCOVIDhub-ensemble,inc death,4,BE,0.89,0.68,0.53,0.95,-0.1,83,1,Belgium
All,ILM-EKF,inc death,4,BE,1.24,1.2,0.64,1,0.05,77,1,Belgium
All,Karlen-pypm,inc death,4,BE,1.12,0.96,0.29,0.74,-0.07,34,1,Belgium
All,MUNI-ARIMA,inc death,4,BE,1.03,0.82,0.67,0.96,-0.05,72,1,Belgium
All,USC-SIkJalpha,inc death,4,BE,1.11,1.13,0.18,0.42,-0.07,83,1,Belgium
All,BIOCOMSC-Gompertz,inc case,1,BG,NA,NA,0.8,1,NA,65,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc case,1,BG,NA,NA,0.56,0.97,-0.02,86,1,Bulgaria
All,ILM-EKF,inc case,1,BG,NA,NA,0.45,0.86,-0.02,85,1,Bulgaria
All,MUNI-ARIMA,inc case,1,BG,NA,NA,0.47,0.89,0.04,76,1,Bulgaria
All,SDSC_ISG-TrendModel,inc case,1,BG,NA,NA,0.65,0.84,-0.15,82,1,Bulgaria
All,USC-SIkJalpha,inc case,1,BG,NA,NA,0.26,0.57,0.13,86,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.38,0.79,0.1,85,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc case,2,BG,0.89,0.77,0.44,0.85,0.01,85,1,Bulgaria
All,ILM-EKF,inc case,2,BG,1.23,1.08,0.43,0.8,-0.02,84,1,Bulgaria
All,MUNI-ARIMA,inc case,2,BG,0.68,0.63,0.55,0.93,0.01,75,1,Bulgaria
All,USC-SIkJalpha,inc case,2,BG,0.87,1.01,0.25,0.42,0.11,85,1,Bulgaria
All,AMM-EpiInvert,inc case,3,BG,0.99,0.86,0.44,1,-0.03,9,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0.35,0.74,0.1,84,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc case,3,BG,0.98,0.88,0.36,0.83,0.02,84,1,Bulgaria
All,ILM-EKF,inc case,3,BG,1.41,1.31,0.36,0.71,-0.02,83,1,Bulgaria
All,MUNI-ARIMA,inc case,3,BG,0.81,0.78,0.58,0.93,-0,67,1,Bulgaria
All,USC-SIkJalpha,inc case,3,BG,1.02,1.22,0.17,0.36,0.1,84,1,Bulgaria
All,AMM-EpiInvert,inc case,4,BG,1.29,1.15,0.38,1,-0.08,8,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.36,0.72,0.07,83,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc case,4,BG,1.07,0.96,0.35,0.8,0.02,83,1,Bulgaria
All,ILM-EKF,inc case,4,BG,1.87,1.73,0.35,0.73,-0.03,81,1,Bulgaria
All,MUNI-ARIMA,inc case,4,BG,0.93,0.88,0.55,0.94,-0.01,66,1,Bulgaria
All,USC-SIkJalpha,inc case,4,BG,1.23,1.44,0.18,0.31,0.04,83,1,Bulgaria
All,BIOCOMSC-Gompertz,inc death,1,BG,NA,NA,0.51,0.97,NA,63,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc death,1,BG,NA,NA,0.69,1,-0.07,86,1,Bulgaria
All,ILM-EKF,inc death,1,BG,NA,NA,0.91,1,0.04,85,1,Bulgaria
All,MUNI-ARIMA,inc death,1,BG,NA,NA,0.5,0.95,0.03,76,1,Bulgaria
All,SDSC_ISG-TrendModel,inc death,1,BG,NA,NA,0.68,0.92,-0.01,82,1,Bulgaria
All,USC-SIkJalpha,inc death,1,BG,NA,NA,0.33,0.51,-0.1,86,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,2,BG,1,1,0.52,0.92,0.06,85,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc death,2,BG,0.56,0.57,0.71,0.99,-0.06,85,1,Bulgaria
All,ILM-EKF,inc death,2,BG,0.83,0.91,0.79,0.98,0.06,84,1,Bulgaria
All,MUNI-ARIMA,inc death,2,BG,0.87,0.83,0.56,0.91,0.03,75,1,Bulgaria
All,USC-SIkJalpha,inc death,2,BG,0.8,0.96,0.28,0.47,-0.06,85,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,3,BG,1,1,0.51,0.89,0.07,84,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc death,3,BG,0.67,0.64,0.61,0.99,-0.03,84,1,Bulgaria
All,ILM-EKF,inc death,3,BG,1.2,1.19,0.66,0.95,0.04,83,1,Bulgaria
All,MUNI-ARIMA,inc death,3,BG,0.94,0.87,0.51,0.93,0,73,1,Bulgaria
All,USC-SIkJalpha,inc death,3,BG,0.93,1.15,0.32,0.45,-0.07,84,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,4,BG,1,1,0.52,0.82,0.09,83,1,Bulgaria
All,EuroCOVIDhub-ensemble,inc death,4,BG,0.82,0.73,0.55,0.96,-0.02,83,1,Bulgaria
All,ILM-EKF,inc death,4,BG,1.76,1.71,0.54,0.93,0.04,81,1,Bulgaria
All,MUNI-ARIMA,inc death,4,BG,0.95,0.88,0.53,0.92,0.01,72,1,Bulgaria
All,USC-SIkJalpha,inc death,4,BG,1.17,1.39,0.27,0.41,-0.06,83,1,Bulgaria
All,AMM-EpiInvert,inc case,1,CH,NA,NA,0.7,1,-0.16,10,1,Switzerland
All,EuroCOVIDhub-ensemble,inc case,1,CH,NA,NA,0.48,0.97,-0.11,86,1,Switzerland
All,ILM-EKF,inc case,1,CH,NA,NA,0.39,0.86,-0.02,71,1,Switzerland
All,Karlen-pypm,inc case,1,CH,NA,NA,0.41,0.78,0.06,37,1,Switzerland
All,MUNI-ARIMA,inc case,1,CH,NA,NA,0.28,0.82,0.01,76,1,Switzerland
All,SDSC_ISG-TrendModel,inc case,1,CH,NA,NA,0.05,0.22,-0.71,82,1,Switzerland
All,USC-SIkJalpha,inc case,1,CH,NA,NA,0.17,0.59,-0.06,86,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,0.24,0.8,-0.08,85,1,Switzerland
All,EuroCOVIDhub-ensemble,inc case,2,CH,0.8,0.7,0.47,0.86,-0.12,85,1,Switzerland
All,ILM-EKF,inc case,2,CH,1.11,0.98,0.44,0.8,-0.03,70,1,Switzerland
All,Karlen-pypm,inc case,2,CH,1.14,1.07,0.25,0.47,-0.03,36,1,Switzerland
All,MUNI-ARIMA,inc case,2,CH,0.96,0.9,0.28,0.84,-0.01,75,1,Switzerland
All,USC-SIkJalpha,inc case,2,CH,1.06,1.11,0.22,0.41,-0.11,85,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,0.24,0.75,-0.08,84,1,Switzerland
All,EuroCOVIDhub-ensemble,inc case,3,CH,0.83,0.75,0.4,0.79,-0.14,84,1,Switzerland
All,ILM-EKF,inc case,3,CH,1.26,1.11,0.36,0.78,-0.02,69,1,Switzerland
All,Karlen-pypm,inc case,3,CH,1.34,1.3,0.09,0.46,-0.07,35,1,Switzerland
All,MUNI-ARIMA,inc case,3,CH,1,0.94,0.36,0.81,-0.07,67,1,Switzerland
All,USC-SIkJalpha,inc case,3,CH,1.14,1.22,0.19,0.36,-0.11,84,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,0.25,0.77,-0.07,83,1,Switzerland
All,EuroCOVIDhub-ensemble,inc case,4,CH,0.87,0.8,0.37,0.76,-0.17,83,1,Switzerland
All,ILM-EKF,inc case,4,CH,1.7,1.51,0.33,0.72,-0.01,67,1,Switzerland
All,Karlen-pypm,inc case,4,CH,1.52,1.46,0.09,0.29,-0.06,34,1,Switzerland
All,MUNI-ARIMA,inc case,4,CH,1.08,1,0.33,0.79,-0.12,66,1,Switzerland
All,USC-SIkJalpha,inc case,4,CH,1.2,1.29,0.18,0.34,-0.16,83,1,Switzerland
All,EuroCOVIDhub-ensemble,inc death,1,CH,NA,NA,0.6,0.97,-0.02,62,1,Switzerland
All,ILM-EKF,inc death,1,CH,NA,NA,0.87,1,0.07,47,1,Switzerland
All,Karlen-pypm,inc death,1,CH,NA,NA,0.62,0.97,-0.12,29,1,Switzerland
All,MUNI-ARIMA,inc death,1,CH,NA,NA,0.53,0.83,-0.03,58,1,Switzerland
All,SDSC_ISG-TrendModel,inc death,1,CH,NA,NA,0.46,0.89,-0.07,60,1,Switzerland
All,USC-SIkJalpha,inc death,1,CH,NA,NA,0.4,0.52,0.06,62,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,0.78,1,0.03,60,1,Switzerland
All,EuroCOVIDhub-ensemble,inc death,3,CH,0.87,0.74,0.65,0.97,-0.05,60,1,Switzerland
All,ILM-EKF,inc death,3,CH,1.5,1.7,0.76,1,0.11,45,1,Switzerland
All,Karlen-pypm,inc death,3,CH,1,0.86,0.46,0.86,-0.25,28,1,Switzerland
All,MUNI-ARIMA,inc death,3,CH,1.28,1.13,0.7,0.98,-0.02,57,1,Switzerland
All,USC-SIkJalpha,inc death,3,CH,1.21,1.35,0.27,0.4,0.2,60,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,0.77,1,0.01,61,1,Switzerland
All,EuroCOVIDhub-ensemble,inc death,2,CH,0.86,0.72,0.66,0.95,-0.04,61,1,Switzerland
All,ILM-EKF,inc death,2,CH,1.25,1.51,0.87,0.98,0.1,46,1,Switzerland
All,Karlen-pypm,inc death,2,CH,0.88,0.71,0.5,0.93,-0.2,28,1,Switzerland
All,MUNI-ARIMA,inc death,2,CH,1.37,1.14,0.61,0.95,-0.09,59,1,Switzerland
All,USC-SIkJalpha,inc death,2,CH,1.24,1.29,0.33,0.43,0.12,61,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,0.85,1,0.04,59,1,Switzerland
All,EuroCOVIDhub-ensemble,inc death,4,CH,0.95,0.75,0.59,0.98,-0.06,59,1,Switzerland
All,ILM-EKF,inc death,4,CH,2.12,2.17,0.63,1,0.1,43,1,Switzerland
All,Karlen-pypm,inc death,4,CH,1.37,1.22,0.26,0.63,-0.18,27,1,Switzerland
All,MUNI-ARIMA,inc death,4,CH,1.25,1.15,0.73,0.98,-0.02,56,1,Switzerland
All,USC-SIkJalpha,inc death,4,CH,1.39,1.5,0.29,0.44,0.15,59,1,Switzerland
All,EuroCOVIDhub-ensemble,inc case,1,CY,NA,NA,0.5,0.83,-0.05,66,1,Cyprus
All,ILM-EKF,inc case,1,CY,NA,NA,0.37,0.75,-0.06,65,1,Cyprus
All,MUNI-ARIMA,inc case,1,CY,NA,NA,0.32,0.77,-0.1,57,1,Cyprus
All,SDSC_ISG-TrendModel,inc case,1,CY,NA,NA,0.59,0.95,-0.15,62,1,Cyprus
All,USC-SIkJalpha,inc case,1,CY,NA,NA,0.27,0.58,0,66,1,Cyprus
All,EuroCOVIDhub-baseline,inc case,2,CY,1,1,0.22,0.81,-0.11,67,1,Cyprus
All,EuroCOVIDhub-ensemble,inc case,2,CY,1.12,1.02,0.42,0.79,-0.13,67,1,Cyprus
All,ILM-EKF,inc case,2,CY,1.99,1.87,0.35,0.73,-0.07,66,1,Cyprus
All,MUNI-ARIMA,inc case,2,CY,1.04,1.01,0.34,0.78,-0.06,59,1,Cyprus
All,USC-SIkJalpha,inc case,2,CY,1.36,1.39,0.3,0.51,-0.15,67,1,Cyprus
All,EuroCOVIDhub-baseline,inc case,3,CY,1,1,0.23,0.82,-0.1,61,1,Cyprus
All,EuroCOVIDhub-ensemble,inc case,3,CY,1.14,1.07,0.41,0.77,-0.13,61,1,Cyprus
All,ILM-EKF,inc case,3,CY,2.43,2.26,0.35,0.72,-0.09,60,1,Cyprus
All,MUNI-ARIMA,inc case,3,CY,1.25,1.24,0.35,0.81,-0.05,48,1,Cyprus
All,USC-SIkJalpha,inc case,3,CY,1.28,1.33,0.21,0.48,-0.16,61,1,Cyprus
All,EuroCOVIDhub-baseline,inc case,4,CY,1,1,0.27,0.72,-0.1,64,1,Cyprus
All,EuroCOVIDhub-ensemble,inc case,4,CY,1.12,1.04,0.3,0.72,-0.12,64,1,Cyprus
All,ILM-EKF,inc case,4,CY,3.99,3.8,0.29,0.68,-0.07,62,1,Cyprus
All,MUNI-ARIMA,inc case,4,CY,1.28,1.25,0.31,0.76,-0.07,51,1,Cyprus
All,USC-SIkJalpha,inc case,4,CY,1.19,1.31,0.17,0.41,-0.16,64,1,Cyprus
All,EuroCOVIDhub-ensemble,inc death,1,CY,NA,NA,0.56,0.88,0.05,59,1,Cyprus
All,ILM-EKF,inc death,1,CY,NA,NA,0.86,1,0.08,58,1,Cyprus
All,MUNI-ARIMA,inc death,1,CY,NA,NA,0.45,0.95,-0.03,56,1,Cyprus
All,SDSC_ISG-TrendModel,inc death,1,CY,NA,NA,0.41,0.92,-0.1,57,1,Cyprus
All,USC-SIkJalpha,inc death,1,CY,NA,NA,0.46,0.58,0.07,59,1,Cyprus
All,EuroCOVIDhub-baseline,inc death,3,CY,1,1,0.58,0.91,0,57,1,Cyprus
All,EuroCOVIDhub-ensemble,inc death,3,CY,0.9,0.87,0.56,0.91,0.09,57,1,Cyprus
All,ILM-EKF,inc death,3,CY,1.31,1.98,0.82,1,0.11,56,1,Cyprus
All,MUNI-ARIMA,inc death,3,CY,0.96,0.92,0.57,0.98,0.02,53,1,Cyprus
All,USC-SIkJalpha,inc death,3,CY,1.26,1.51,0.33,0.53,0.14,57,1,Cyprus
All,EuroCOVIDhub-baseline,inc death,2,CY,1,1,0.5,0.9,-0.03,58,1,Cyprus
All,EuroCOVIDhub-ensemble,inc death,2,CY,0.83,0.81,0.57,0.93,0.03,58,1,Cyprus
All,ILM-EKF,inc death,2,CY,0.91,1.42,0.86,1,0.09,57,1,Cyprus
All,MUNI-ARIMA,inc death,2,CY,0.98,0.93,0.44,0.93,-0.05,55,1,Cyprus
All,USC-SIkJalpha,inc death,2,CY,1.09,1.31,0.31,0.45,0.06,58,1,Cyprus
All,EuroCOVIDhub-baseline,inc death,4,CY,1,1,0.53,0.93,-0.01,57,1,Cyprus
All,EuroCOVIDhub-ensemble,inc death,4,CY,0.84,0.88,0.63,0.93,0.06,57,1,Cyprus
All,ILM-EKF,inc death,4,CY,1.9,2.97,0.76,0.98,0.11,55,1,Cyprus
All,MUNI-ARIMA,inc death,4,CY,0.91,0.92,0.5,0.94,-0.02,54,1,Cyprus
All,USC-SIkJalpha,inc death,4,CY,1.28,1.59,0.28,0.58,-0.06,57,1,Cyprus
All,EuroCOVIDhub-ensemble,inc case,1,CZ,NA,NA,0.62,0.97,0.03,86,1,Czechia
All,ILM-EKF,inc case,1,CZ,NA,NA,0.48,0.87,0.02,85,1,Czechia
All,MUNI-ARIMA,inc case,1,CZ,NA,NA,0.63,0.91,0.04,76,1,Czechia
All,SDSC_ISG-TrendModel,inc case,1,CZ,NA,NA,0.49,0.95,-0.09,82,1,Czechia
All,USC-SIkJalpha,inc case,1,CZ,NA,NA,0.24,0.52,0.38,86,1,Czechia
All,EuroCOVIDhub-baseline,inc case,2,CZ,1,1,0.54,0.81,0.11,85,1,Czechia
All,EuroCOVIDhub-ensemble,inc case,2,CZ,0.82,0.71,0.47,0.88,0.05,85,1,Czechia
All,ILM-EKF,inc case,2,CZ,1.31,1.15,0.37,0.77,0,84,1,Czechia
All,MUNI-ARIMA,inc case,2,CZ,0.82,0.81,0.63,0.89,0.04,75,1,Czechia
All,USC-SIkJalpha,inc case,2,CZ,0.93,0.91,0.14,0.31,0.3,85,1,Czechia
All,EuroCOVIDhub-baseline,inc case,3,CZ,1,1,0.57,0.8,0.11,84,1,Czechia
All,EuroCOVIDhub-ensemble,inc case,3,CZ,0.84,0.75,0.42,0.82,0.03,84,1,Czechia
All,ILM-EKF,inc case,3,CZ,1.75,1.56,0.31,0.77,-0.02,83,1,Czechia
All,MUNI-ARIMA,inc case,3,CZ,0.87,0.81,0.63,0.94,0.03,67,1,Czechia
All,USC-SIkJalpha,inc case,3,CZ,1.04,1.04,0.17,0.26,0.25,84,1,Czechia
All,EuroCOVIDhub-baseline,inc case,4,CZ,1,1,0.55,0.78,0.12,83,1,Czechia
All,EuroCOVIDhub-ensemble,inc case,4,CZ,0.9,0.8,0.4,0.83,0.03,83,1,Czechia
All,ILM-EKF,inc case,4,CZ,2.66,2.38,0.31,0.73,-0.03,81,1,Czechia
All,MUNI-ARIMA,inc case,4,CZ,0.95,0.9,0.64,0.92,0.04,66,1,Czechia
All,USC-SIkJalpha,inc case,4,CZ,0.98,1,0.18,0.31,0.21,83,1,Czechia
All,EuroCOVIDhub-ensemble,inc death,1,CZ,NA,NA,0.67,0.97,0.02,86,1,Czechia
All,ILM-EKF,inc death,1,CZ,NA,NA,0.89,0.99,0.05,85,1,Czechia
