"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",NA,293720,"point","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.01,225634,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.025,233131,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.05,240367,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.1,249425,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.15,256086,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.2,261502,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.25,266305,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.3,270822,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.35,275197,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.4,279542,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.45,283939,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.5,288404,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.55,293304,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.6,298109,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.65,303396,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.7,309305,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.75,315921,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.8,323858,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.85,333908,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.9,347827,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.95,371183,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.975,394677,"quantile","forecast"
2022-07-31,"1 wk ahead inc case","2022-08-06","IT",0.99,426241,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",NA,1306,"point","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.01,1066,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.025,1081,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.05,1095,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.1,1111,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.15,1123,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.2,1133,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.25,1143,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.3,1152,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.35,1162,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.4,1172,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.45,1184,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.5,1198,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.55,1214,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.6,1231,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.65,1250,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.7,1271,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.75,1299,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.8,1331,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.85,1376,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.9,1442,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.95,1576,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.975,1734,"quantile","forecast"
2022-07-31,"1 wk ahead inc death","2022-08-06","IT",0.99,2049,"quantile","forecast"
