"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",NA,46721,"point","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.01,34498,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.025,36178,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.05,37640,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.1,39325,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.15,40536,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.2,41535,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.25,42449,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.3,43289,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.35,44027,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.4,44781,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.45,45481,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.5,46186,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.55,46919,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.6,47670,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.65,48418,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.7,49269,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.75,50170,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.8,51223,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.85,52525,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.9,54333,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.95,57363,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.975,60652,"quantile","forecast"
2021-09-05,"1 wk ahead inc case","2021-09-11","IT",0.99,66274,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",NA,471,"point","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.01,307,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.025,341,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.05,365,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.1,390,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.15,405,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.2,418,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.25,429,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.3,438,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.35,447,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.4,455,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.45,462,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.5,470,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.55,477,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.6,485,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.65,493,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.7,502,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.75,512,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.8,522,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.85,535,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.9,552,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.95,579,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.975,608,"quantile","forecast"
2021-09-05,"1 wk ahead inc death","2021-09-11","IT",0.99,651,"quantile","forecast"
